DortyLogs Has started working, logs made at   Thu Sep 23 10:37:01 2021
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 10 )
