DortyLogs Has started working, logs made at   Wed Sep 22 22:17:40 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 10 )
