DortyLogs Has started working, logs made at   Thu Sep 23 10:36:09 2021
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 11 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 0 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 11 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 2 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 9 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 6 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 6 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 9 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 6 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
