DortyLogs Has started working, logs made at   Thu Sep 23 10:28:59 2021
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 6 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 9 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 9 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 2 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 10 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 2 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 9 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 8 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 0 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 11 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 7 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 6 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 14 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 1 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 0 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 5 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 4 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 13 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 3 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 2 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 12 )
Krestik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Winned the game. By the end of turn: 145, Reason: NormalWin3: 2 - 1
Nolik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 5 )
